Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
janta.ro ,Cu JANTA.RO si Autonom Protect Nu ramai in pana,2026-05-18 21:00:00 UTC,2026-06-29 21:00:00 UTC,Bannerele campaniei le gasiti pe link-ul urmator: https://drive.google.com/drive/folders/1YMJ8FVrmfe43gW9mPo94XVlN8b72C2ST?usp=sharing,"Salut,

Avem o campanie nou. La fiecare comanda de 4 anvelope sau 4 roti complete clientii primesc GRATIS Autonom Protect pe tot teritoriul României.

Beneficii:

In caz de pana:

-tractare pana cel mai apropiat service pe o distanta de 50 km pe sens.

In caz de accident

-tractare fara limita de kilometri pana la cea mai apropiata unitate de service din reteaua Autonom Protect.
-consultanta dosar dauna
-masina la schimb in baza normei RCA

Durata campaniei: 19.05.2026-30.06.2026

Asigurarea este valabila 365 de zile.

Bannerele campaniei le gasiti pe link-ul urmator: https://drive.google.com/drive/folders/1YMJ8FVrmfe43gW9mPo94XVlN8b72C2ST?usp=sharing

Regulamentul campaniei il gasiti aici: https://www.blog.janta.ro/post/cu-janta-ro-si-autonom-protect-nu-ramai-in-pana",,https://www.janta.ro/wheelsportal/84677/start,Special Banners
benvenuti.com/ro,Legendary Sale,2026-05-18 21:00:00 UTC,2026-06-29 21:00:00 UTC,Promovarea trebuie facuta intr-o maniera clara si concisa.,Pana la 30% reducere la produsele selectate.,"",https://www.benvenuti.com/ro/reduceri,
automobilus.ro,Livrare rapida si in easy box!,2026-05-17 21:00:00 UTC,2026-06-30 21:00:00 UTC,"-brand puternic
-valoarea cosului mare
-plata rapida a comisioanelor",Pe automobilus.ro iti poti gasi orice piesa ai nevoie doar introducand seria de sasiu!,,https://automobilus.ro,
automobilus.ro,Mirka POLAROS RP 600 – Noul etalon al polishului profesional acum cu 20% reducere,2026-05-17 21:00:00 UTC,2026-06-30 21:00:00 UTC,"un produs premium la un pret foarte bun (are 20% reducere), valoare foarte mare a cosului
","Mirka POLAROS RP 600 o mașină de polish rotativă care redefinește performanța, un polizor rotativ de 150 mm, cu motor brushless de 750 W, Poate fi folosita atat in ateliere   auto cat si in industria marina.
Definita printr-un corp compact, cu profil redus, inspirat din premiata platformă Mirka DEROS, oferă o poziție naturală a mâinilor aproape de suprafață.
Cu o greutate de doar 1,75 kg, POLAROS RP 600 este una dintre cele mai ușoare mașini de polish din clasa sa – o diferență reală pentru profesioniștii care lucrează ore întregi fără întrerupere.",,https://automobilus.ro/mirka-polaros-rp-600-noul-etalon-al-polishului-profesional,Special Banners
librarie.net,Book-Half. Minim 50% Reducere la peste 800 de titluri (15.05.2026 - 31.08.2026),2026-05-15 21:00:00 UTC,2026-08-30 21:00:00 UTC,-,"Book-Half a început pe Librarie.net! 
Avem peste 800 de titluri cu reduceri de minimum 50%.

Fie că vânezi un bestseller, vrei să pregătești lecturile de vacanță ale copiilor sau cauți acel titlu de dezvoltare personală care să te motiveze, acum le iei la preț de outlet.

✅ Peste 800 de titluri la -50% sau mai mult 
✅ Toate genurile literare incluse 
✅ Stocuri care se epuizează rapid

Link campanie:

https://www.librarie.net/c/4628/minim-50-reducere

Spor la conversii!

Echipa LIBRARIE.net",,https://www.librarie.net/c/4628/minim-50-reducere,
librarie.net,Bursa Cărților Ieftine: Ediția sub 15 lei (15 mai 2026 - 31 august 2026),2026-05-15 21:00:00 UTC,2026-08-30 21:00:00 UTC,"Campanie excelenta pentru campania de premiile de sfarsit de an scolar, contine majoritatea editurilor cu profil de lectura pentru vacanta.","A început Bursa Cărților Ieftine și prețurile au scăzut sub pragul de 15 lei! 

De la povești pentru copii și auxiliare școlare, până la romane captivante,  campania contine peste 2000 de titluri care costă mai puțin decât o cafea to-go.

✅ Mii de cărți sub 15 lei
✅ Ideal pentru cadouri și provizii de lectură pentru vacanță
✅ Stocuri suficiente la prețurile astea!

Link campanie:

https://www.librarie.net/c/4637/bursa-c%C4%83r%C8%9Bilor-ieftine-edi%C8%9Bia-sub-15

Spor la conversii!

Echipa LIBRARIE.net",,https://www.librarie.net/c/4637/bursa-c%C4%83r%C8%9Bilor-ieftine-edi%C8%9Bia-sub-15,
manukashop.ro,Transport gratuit la orice comanda!,2026-05-11 21:00:00 UTC,2027-01-30 22:00:00 UTC,"Transportul va fi lasat gratuit la orice comanda pe toata perioada anului 2026 deci puteti ajusta campaniile dvs pentru tot anul avand acest avantaj.  Exista si discounturi zilnice in functie de produs , pret aplicat direct pe site. ","Transport gratuit la orice comanda si discounturi zilnice si dinamica pe site.  Nu este necesar cupon, transportul e gratuit automat si discounturile aplicate deja la pret produs pe site direct.  Va multumim.","",https://manukashop.ro,
vetro.ro,Lichidari stoc produse medicale,2026-05-11 21:00:00 UTC,2026-06-29 21:00:00 UTC,"Produse cu reduceri de pana la 90%, cu stoc limitat! 

De ce sunt aceste produse atât de ieftine?
Lichidare de stoc
Termen de valabilitate apropiat
Actualizare de gamă sau ambalaj
Oportunități unice, cantități limitate

Ce tipuri de produse poți găsi?
Consumabile medicale (mănuși, măști, dezinfectanți)
Produse pentru îngrijire și recuperare
Echipamente de protecție
Alte produse medicale autorizate

Informații importante
Toate produsele sunt avizate
Data de expirare este afișată clar pe pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului
Produsele cu termen apropiat de expirare nu se pot returna, conform legislației în vigoare","Produse medicale la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată.  Aceste produse provin din stocuri care urmează să fie epuizate sau sunt aproape de data expirării, dar sunt perfect conforme și sigure pentru utilizare, în condițiile specificate de producător. ",,https://www.vetro.ro/lichidari/produse-medicale-reduceri-lichidare-stoc,Special Banners
vetro.ro,Lichidare stoc - produse cosmetice,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Consumabile cosmetice la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată. 

De ce sunt aceste produse la preț redus?
Lichidare de stoc 
Produse cu termen de expirare apropiat
Schimbări de gamă, ambalaj sau colecție
Reduceri excepționale, disponibile în cantități limitate

Ce tipuri de produse cosmetice găsești?
Produse pentru fata
Produse pentru corp
Produse pentru păr

Informații importante
Produsele sunt conforme cu standardele de calitate
Data de expirare este afișată clar în pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului

Produsele cu termen de valabilitate apropiat nu se pot returna, conform legislației în vigoare.","Consumabile cosmetice la prețuri excepționale, cu reduceri de până la 90%, disponibile pentru o perioadă limitată. Produsele din această categorie provin din stocuri care urmează să fie epuizate sau au termen de valabilitate apropiat.",,https://www.vetro.ro/lichidari/produse-cosmetice-lichidare-stoc,Special Banners
vetro.ro,Lichidare stoc - produse birou,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Oferte incredibile la produse pentru birou, cu reduceri de până la 90%. Această categorie include articole de uz general care urmează să iasă din stoc sau au termen de expirare apropiat.

De ce sunt aceste produse atât de ieftine?
Lichidare de stoc
Produse cu termen de expirare apropiat
Actualizare de gamă sau ambalaj

Oportunități unice, cantități limitate
Ce tipuri de produse pentru birou găsești?
Consumabile 
Echipamente mici de birou 
Alte produse de uz general pentru birou

Informații importante
Produsele sunt conforme standardelor
Data de expirare sau starea stocului este afișată clar pe pagina fiecărui produs
Reducerile se aplică doar până la epuizarea stocului
Produsele cu termen de expirare apropiat nu se pot returna, conform legislației","Bucură-te de oferte incredibile la produse pentru birou, cu reduceri de până la 90%. Această categorie include articole de uz general care urmează să iasă din stoc sau au termen de expirare apropiat.",,https://www.vetro.ro/lichidari/produse-birou-reduceri,Special Banners
vetro.ro,Lichidari de stoc - masini si utilaje de croitorie,2026-05-11 21:00:00 UTC,2026-06-30 20:45:00 UTC,"Mașini și utilaje de croitorie la prețuri reduse, ideale pentru ateliere de croitorie, designeri de modă sau pasionați de cusut. 

De ce sunt aceste produse la prețuri speciale?
Reduceri exclusive
Lichidare de stoc sau produse înlocuite cu modele noi
Oportunități limitate, cantități reduse

Ce tipuri de produse găsești?
Mașini de cusut electrice și industriale
Mașini de brodat
Overlock și coverlock
Mașini de tăiat și utilaje pentru confecții
Accesorii și consumabile pentru mașini de croitorie

Informații importante
 Produsele sunt originale și de calitate garantată
 Reducerile se aplică doar până la epuizarea stocului","Mașini și utilaje de croitorie la prețuri speciale, cu reduceri pentru o perioadă limitată de timp. Această categorie include produse de calitate, ideale pentru ateliere de croitorie, designeri de modă sau pasionați de cusut, la prețuri mult mai avantajoase.",,https://www.vetro.ro/lichidari/masini-utilaje-croitorie-reduceri,Special Banners
fera.ro,5% discount prima comanda,2026-05-11 10:30:00 UTC,2026-07-30 21:00:00 UTC,5% discount la prima comandă plasată pe site. Discount-ul se aplică per întreg coșul de cumpărături.,Beneficiază de 5% discount la prima comandă plasată pe site. Discount-ul se aplică per întreg coșul de cumpărături.,FERANEW,https://fera.ro/5-reducere.html,Special Banners
zephyrlabs.ro,Promotie -33% Mai - Septembrie pentru oricare 2 produse identice de la Melegatti Pharma,2026-05-08 21:00:00 UTC,2026-09-29 21:00:00 UTC,"Aceasta promotie nu are limita de utilizare
In landing page-ul site-ului https://www.zephyrlabs.ro/ se afla banner-ul ce semnaleaza promotia, iar landing page-ul pentru produsele la promotie se afla aici https://www.zephyrlabs.ro/promo-ianuarie-aprilie","Promotie -33% reducere in lunie Mai - Septembrie pentru oricare 2 produse identice de la Melegatti Pharma, nu este necesara aplicarea unui voucher pentru aceasta promotie.",,https://www.zephyrlabs.ro/promo-ianuarie-aprilie,
sportera.ro/,Reduceri Sportera.ro de pana la -50% la echipament sportiv,2026-05-05 21:00:00 UTC,2026-12-31 21:45:00 UTC,Reduceri Sportera.ro de pana la -50% la echipament sportiv,"Profita acum de promotiile Sportera.ro si reinnoieste-ti garderoba cu reduceri de pana la 50% la o gama larga de echipament sportiv!

Gasesti preturi speciale la branduri de top precum Hummel, 4F, Puma si Adidas. Fie ca esti in cautarea unor ghete de fotbal, treninguri confortabile sau accesorii pentru antrenament, acum este momentul ideal sa cumperi mai ieftin.

Beneficiile tale la Sportera:
👉Reduceri reale de pana la 50% la sute de articole.
👉Transport GRATUIT pentru toate comenzile care depasesc valoarea de 350 RON.
👉Livrare rapida prin curier sau Easybox.
👉Retur simplu si rapid.
Nu rata ocazia! Stocurile sunt limitate si preturile sunt actualizate zilnic. Alege echipamentul care te motiveaza sa fii in forma!",,https://sportera.ro/produse/reduceri/,
sportera.ro/,Reduceri Sportera.ro de pana la -50% la Echipament de joc Handbal,2026-05-05 21:00:00 UTC,2026-12-31 21:45:00 UTC,Reduceri Sportera.ro de pana la -50% la Echipament de joc Handbal,"Echipeaza-te pentru victorie cu noile reduceri Sportera dedicate handbalului! Acum ai preturi speciale la o gama variata de echipamente de joc de la branduri de top precum Hummel si Puma, disponibile pentru barbati, femei si copii.

Gaseste tot ce ai nevoie pentru antrenamente si meciuri oficiale:
👉Tricouri si sorturi de joc realizate din materiale tehnice performante.
👉Seturi complete si sosete specializate cu reduceri ce depasesc 50%
👉Echipament pentru copii, inclusiv seturi promo duo ideale pentru micii sportivi.

Beneficiile tale:
👉Transport GRATUIT pentru comenzile de peste 350 RON.
👉Gama variata de marimi, de la copii la adulti (pana la 4XL).
👉Plata flexibila: Ramburs, cash sau cu cardul.",,https://sportera.ro/produse/echipament-sportiv/echipament-sportiv-handbal/echipament-de-joc-handbal/,
sportera.ro/,Reducere Sportera.ro de pana la -50% la echipament de joc fotbal,2026-05-05 21:00:00 UTC,2026-12-31 21:45:00 UTC,Reducere Sportera.ro de pana la -50% la echipament de joc fotbal,"Intra in joc cu cele mai bune oferte la echipamentul de fotbal! Sportera.ro iti aduce reduceri de pana la 50% la o selectie variata de articole de la Hummel si Puma, concepute special pentru meciuri si antrenamente intense.

Gasesti tot ce ai nevoie pentru a domina terenul:
👉Tricouri de joc si antrenament: Modele tehnice pentru adulti si copii (ex: Tricou Hummel Essential la pret redus).
👉Sorturi si jambiere: Completeaza-ti kit-ul cu sorturi rezistente si jambiere Puma Team LIGA la preturi promotionale.
👉Echipament portar: Protectie maxima cu pantaloni si sorturi Gamepatch Padded la pret special.
👉Seturi pentru copii: Kit-uri complete Hummel Promo Duo, ideale pentru viitorii campioni.

De ce sa alegi Sportera?
👉Reduceri masive: Pana la 50% la branduri premium.
👉Transport GRATUIT: Pentru toate comenzile de peste 350 RON.
👉Livrare rapida: Pregateste-te pentru urmatorul meci in cel mai scurt timp.
👉Plata sigura: Online cu cardul sau ramburs la primirea coletului.

Nu lasa victoria la voia intamplarii! Alege echipamentul potrivit si profita de stocurile limitate.",,https://sportera.ro/produse/echipament-sportiv/echipament-sportiv-fotbal/echipament-de-joc-fotbal/,
sportera.ro/,Livrare Gratuita Sportera.ro la comenzi de peste 350 lei,2026-05-05 21:00:00 UTC,2026-12-31 21:45:00 UTC,Livrare Gratuita Sportera.ro la comenzi de peste 350 lei,"Profita si comanda cu livrare gratuita echipamentul sportiv mult dorit de la branduri precum: hummel, Adidas, Puma, Select, Molten.",,https://sportera.ro/,
moftcollection.ro/ ,Livrare Gratuita la comenzi de peste 200 lei,2026-05-04 21:00:00 UTC,2026-12-31 21:45:00 UTC,Livrare Gratuita la comenzi de peste 200 lei,"E timpul pentru un upgrade! Comanda accesoriile tale preferate de pe Moft Collection si, daca depasesti pragul de 200 lei, noi iti platim transportul!

Nu uita: la fiecare comanda primesti setul complet de protectie (folie de sticla + protectie camera) CADOU.
👉Transport Gratuit (>200 lei)
👉Cadouri incluse la orice comanda
👉Huse, curele si accesorii de top.
Comanda acum si economiseste!",,https://moftcollection.ro/,
paa-home.ro,Livrare Gratuita la comenzi de peste 350 lei,2026-05-04 21:00:00 UTC,2026-12-31 21:45:00 UTC,Livrare Gratuita la comenzi de peste 350 lei,"Ai nevoie de consumabile pentru aspiratorul tău? Comandă de pe paa-home.ro și beneficiezi de Transport Gratuit la toate comenzile de peste 350 lei!

Avem în stoc accesorii compatibile pentru cele mai populare branduri:
👉Roboți: Roborock (S8, S7, S5), Xiaomi, Dreame, Viomi.
👉Verticale: Dyson, Rowenta, Jimmy, Tineco.
👉Purificatoare și umidificatoare: Filtre dedicate pentru aer curat.

Profită de livrarea rapidă în 24-48h și asigură-te că aparatele tale funcționează ca noi!",,https://paa-home.ro/,
craftup.ro ,EXTRA reducere CraftUp -15% la minim 3 produse achizitionate din selectie,2026-05-04 21:00:00 UTC,2026-10-31 21:45:00 UTC,EXTRA reducere CraftUp -15% la minim 3 produse achizitionate din selectie,"Pregătește-te pentru proiectele tale creative cu o ofertă de nerefuzat la CraftUp! Creează-ți propriul pachet personalizat și economisești mai mult.

Alege oricare 3 produse din selecția noastră specială — de la ambalaje premium și sacoșe din iută, până la decorațiuni handmade și felicitări — și primești o reducere EXTRA de 15%. Reducerea se aplică automat în coșul de cumpărături imediat ce pachetul tău este complet.
👉Selecție variată: Ambalaje, stickere, felicitări și accesorii DIY.
👉Reducere Automată: Fără coduri de voucher, direct în coș.
👉Livrare Rapidă: Produse expediate rapid din stoc propriu.",,https://craftup.ro/pages/pachete-produse,
jollymag.ro/,Reducere 10% la tot cosul,2026-05-03 21:00:00 UTC,2026-12-30 22:00:00 UTC,Promotie valabila pentru toate produsele din jollymag.ro!,"Reducere 10% la tot cosul de cumparaturi, indiferent de valoare si indiferent daca produsele sunt deja reduse! Foloseste codul voucher JOLLY10 la finalizarea comenzii, valabil exclusiv pe www.jollymag.ro",JOLLY10,https://jollymag.ro/brand/680-jollymag,
craftup.ro ,Solutii Premium de Ambalare: Pungi si Sacose pentru orice ocazie cu preturi de la 11 lei/set,2026-04-26 21:00:00 UTC,2026-09-30 20:45:00 UTC,Solutii Premium de Ambalare: Pungi si Sacose pentru orice ocazie cu preturi de la 11 lei/set,"Descopera colectia de pungi si sacose de pe Craftup.ro, solutia ideala pentru ambalarea eleganta si sustenabila a produselor tale. Oferta noastra include de la pungi de hartie si cadou, pana la variante stand-up premium si sacose textile reutilizabile, perfecte pentru retail sau evenimente. Fiecare model este conceput sa imbine estetica cu rezistenta, oferind o prezentare impecabila cadourilor sau marfurilor tale. Alegand ambalajele noastre eco-friendly, adaugi un plus de valoare brandului tau si respect fata de mediu. Exploreaza gama diversificata si gaseste dimensiunea sau stilul potrivit pentru orice ocazie. ",,https://craftup.ro/collections/pungi-si-sacose,
doctorshield.ro/,"Livrare si retur GRATUIT la orice comanda de gratare, paturi, birouri si scaune de gaming",2026-04-26 21:00:00 UTC,2026-09-30 20:45:00 UTC,"Livrare si retur GRATUIT la orice comanda de gratare, paturi, birouri si scaune de gaming","Modernizeaza-ti spatiul cu solutiile profesionale de la Doctor Shield, unde calitatea intalneste confortul absolut. De la birouri reglabile si scaune gaming ergonomice, pana la incalzitoare de terasa si mic mobilier, oferim tot ce ai nevoie pentru un stil de viata eficient. Beneficiezi de transport si retur gratuit la toate comenzile, eliminand orice grija suplimentara. In plus, prin parteneriatul cu TBI Bank, poti achizitiona produsele dorite acum si sa le platesti mai tarziu in 6 pana la 60 de rate, cu aprobare 100% online. Profita de livrarea rapida si transforma-ti mediul de lucru sau de relaxare cu dotari de top, accesibile oricui. Exploreaza gama noastra diversificata si alege performanta fara compromisuri!",,https://doctorshield.ro/,
autobob.ro,Pachete revizie auto cu reducere de pana la -35%,2026-04-26 21:00:00 UTC,2026-10-31 21:45:00 UTC,Pachete revizie auto cu reducere de pana la -35%,"Incepe sezonul drumurilor lungi, iar masina ta merita toata atentia pentru a te purta in siguranta spre fiecare destinatie. Pe Autobob.ro am reunit excelenta marcilor de top precum Motul, Castrol si Mann-Filter in pachete de revizie complete, create special sa ofere motorului tau protectia si performanta de care are nevoie.

Indiferent daca esti la volanul unui Audi , al unui BMW sau al unui Ford, gasesti acum solutia ideala gata configurata. Poti uita de cautarile nesfarsite dupa coduri de piese, deoarece am pregatit totul intr-un singur loc, cu reduceri ce depasesc 35%. De la pachete economice pentru Opel la doar 152 lei, pana la kituri profesionale pentru transmisii DSG, calitatea este acum accesibila si livrata rapid, direct din stoc.

Alege sa economisesti timp si bani fara sa faci compromisuri la calitatea pieselor. Intra pe site, selecteaza marca masinii tale si profita de ofertele momentului. Masina ta iti va multumi la fiecare kilometru parcurs cu un consum optim si o functionare impecabila.

Autobob — Piese de incredere pentru calatorii fara griji.",,https://www.autobob.ro/pachete-revizie,
moftcollection.ro/ ,Folie de sticla si protectie camera CADOU la fiecare comanda,2026-04-15 21:00:00 UTC,2026-08-31 20:45:00 UTC,Protectie Completa Gratuita la Fiecare Comanda,"Acum este momentul perfect sa iti accesorizezi telefonul si sa beneficiezi de un pachet de protectie premium fara niciun cost suplimentar. La fiecare comanda plasata pe site-ul MoftCollection.ro, primesti cadou atat o folie de sticla securizata pentru ecran, cat si o protectie dedicata pentru camera foto. Ne dorim sa te bucuri de dispozitivul tau fara grija zgarieturilor sau a loviturilor accidentale, oferindu-ti aceste accesorii esentiale direct in colet.

Folia de sticla asigura o claritate maxima si o rezistenta sporita la impact, in timp ce protectia pentru camera pastreaza lentilele intacte pentru ca tu sa poti face fotografii impecabile de fiecare data. Procesul este extrem de simplu deoarece nu trebuie sa adaugi nimic suplimentar in cos. Echipa noastra va include automat pachetul cadou. Profita de aceasta oferta limitata si asigura-i telefonului tau siguranta pe care o merita, economisind in acelasi timp bani si efort. Grabeste-te, promotia este valabila doar in limita stocului disponibil!",,https://moftcollection.ro/,
afisport.ro,Extragarantie 2+3 ani la Biciclete Afisport.ro,2026-04-05 21:00:00 UTC,2026-09-29 21:00:00 UTC,Sunt active bannere de campanie in diverse formate,"Oferă audienței tale mai mult decât un discount: 3 ani fără costuri de service.

Campania AFISPORT „Garanție Extinsă 2+3 Ani” elimină una dintre cele mai mari bariere de cumpărare – costurile post-achiziție.

✔ crește încrederea
✔ crește rata de conversie
✔ diferențiator puternic în piață

Ideal pentru promovare pe segmente: MTB, City, copii, gravel.

📅 Campanie limitată: 1 aprilie – 30 septembrie
👉 Vezi detalii complete despre campanie: https://afisport.ro/extragarantie","",https://afisport.ro/biciclete-mtb/,Special Banners
expomob.ro,Reduceri de pana la -70% la Outlet Expomob,2026-03-30 21:00:00 UTC,2026-10-31 21:45:00 UTC,Reduceri de pana la -70% la Outlet Expomob,"Este momentul perfect sa iti transformi locuinta intr-un spatiu modern si primitor, profitand de preturile de Outlet cu reduceri de pana la -70% la mobila. La Expomob, punem pret pe traditia romaneasca si pe calitatea oferita de peste 30 de ani de experienta, motiv pentru care iti punem la dispozitie piese de mobilier variate, de la canapele confortabile si dormitoare relaxante, pana la seturi de bucatarie si decoratiuni chic.

Nu lasa timpul sa treaca, deoarece stocurile sunt limitate si cele mai bune oferte dispar primele! Poti alege dintr-o gama larga de produse cu livrare ultra-rapida in doar 48 de ore oriunde in Romania, astfel incat sa te bucuri de noua ta mobila. 

Viziteaza acum sectiunea de Outlet pe expomob.ro si alege calitatea fabricata in Romania la cele mai mici preturi din an!",,https://www.expomob.ro/outlet-mobila,
femieko.ro,Economisește până la 25% cu Abonamentul Femi.Eko – Protecție lunară fără griji,2026-03-15 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Promovați Abonamentul Femi.Eko® evidențiind comoditatea și economiile pentru clienți: livrarea automată lunară a produselor preferate, până la 25% reducere la fiecare comandă și 10% reducere extra la prima comandă cu codul SUB10. Scoateți în evidență produsele sigure și naturale, din bumbac organic certificat, și flexibilitatea abonamentului, care poate fi modificat, pus pe pauză sau anulat oricând. Folosiți link-ul oficial https://femieko.ro/pages/abonamente-femieko
 în toate materialele, testați mesaje de tip “problema → soluția noastră” și concentrați-vă pe beneficii reale pentru a maximiza conversia.","Promovează Abonamentul Femi.Eko® ca soluția care aduce comoditate și economii lunare clienților: livrarea automată a produselor preferate, până la 25% reducere și 10% reducere extra la prima comandă cu codul SUB10. Fiecare influencer înscris în campanie primește produsele direct acasă, pentru a le testa și a le promova autentic. Arată cum te ajută abonamentul în rutina ta lunară și evidențiază produsele sigure și naturale, din bumbac organic certificat, precum și flexibilitatea abonamentului, care poate fi modificat, pus pe pauză sau anulat oricând. Include întotdeauna link-ul către pagina de abonament https://femieko.ro/pages/abonamente-femieko
 și codul SUB10 în postări sau stories.",SUB10,https://femieko.ro/pages/abonamente-femieko,Bonuses & Special Banners
craftup.ro ,Reduceri de pana la -66% la ambalaje de cadou si accesorii produse handmade,2026-03-08 22:00:00 UTC,2026-09-30 20:45:00 UTC,Oferta este valabila in limita stocului disponibil!,"Reduceri de pana la -66% la produsele tale preferate! 🎨
Este momentul perfect sa iti refaci stocurile sau sa gasesti ambalajul ideal pentru cadourile tale. Am pregatit o selectie de produse pentru impachetat, accesorii handmade si organizare, acum la preturi mult mai mici.
Ce poti gasi in oferta noastra:
Pungi si sacose de hartie: Diverse culori (roz, albastru, kraft) ideale pentru cadouri elegante.
* *Ambalaje textile: Saculeti din tesatura cu sfoara (set 50 buc), perfecti pentru marturii sau bijuterii.
Etichete: Rola de 500 stickere ""Thank you"" sau ""Handmade"" si etichete din carton pentru un aspect profesional.
Cutii si organizare: Cutii din hartie cu sertar sau cutii transparente din plastic.
* *Accesorii: Magneti, benzi satinate colorate si sticlute reutilizabile cu spray sau roll-on.
Oferta este valabila in limita stocului disponibil! Preturile incep de la doar 0,69 lei.

Nu mai sta pe ganduri si profita de preturile speciale pentru a oferi proiectelor tale acea nota finala impecabila.",,https://craftup.ro/collections/oferte,
moftcollection.ro/ ,Pana la -75% la huse silicon Iphone + CADOU la fiecare comanda,2026-03-05 22:00:00 UTC,2026-08-31 20:45:00 UTC,Pana la 75% la husele din silicon Iphone,"Pana la -75% la huse silicon Iphone + CADOU la fiecare comanda. Gasesti modele de huse din silicon pentru Iphone precum: 8, 8 PLUS, 16, 16E, 16 PLUS, 16 PRO, 16 PRO MAX, 17, 17 AIR, 17 PRO, 17 PRO MAX,12 PRO MAX, 13, 13 PRO, 13 MINI, 13 PRO MAX,14 PRO, 14 PRO MAX, 14 PLUS 15, 15 PRO, 15 PLUS si multe altele. ",,https://moftcollection.ro/collections/oferta-limitata,
112coffee.com,10% DISCOUNT on first coffee order,2026-02-17 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Hello,
We would like to inform you that we have an ongoing campaign on our website dedicated to new customers.
We offer 10% off the first order upon newsletter subscription.
Details:
– The discount applies only to coffees that are not already on promotion
– Valid for an unlimited period
– One-time use per newly registered email address
This is a permanent offer designed to support first-time conversions.
","We’ve got something special for you.
Subscribe to our newsletter and enjoy 10% discount on your first order of specialty coffee.
✔ Valid on all coffees not already discounted
✔ Available for an unlimited time
✔ One-time use per newly registered email
It’s the perfect excuse to discover your next favorite origin.
Join, sip, and enjoy the difference.",,https://112coffee.com,
advertisertest.eu/production/test944,testCampaign,2026-02-09 22:00:00 UTC,2027-03-31 21:00:00 UTC,asd,asd,123,,Bonuses & Special Banners & Special Product Feed & Challenges
femieko.ro,Provocarea Femieko 2026 – Câștigă premii și comision de 19%!,2026-01-31 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Instructions for Marketers:

Obiectiv: Generarea de comenzi pe website-ul Femieko prin campanii digitale (ads, email marketing, social media).

Comision: 19% pentru fiecare comandă realizată.

Coduri de reducere: Disponibile la cerere; trebuie integrate în campanii pentru a crește conversiile.

Produse pentru testare: Disponibile pentru marketeri, pentru a crea conținut și pentru promovare.

Provocări:

Provocarea anuală – premii pentru cei care generează 1.500 – 3.000 de comenzi (detalii mai sus).

Perks suplimentare: Prioritate la bonusuri și premii speciale.

Formate recomandate: Bannere, posts social media, stories, video scurt pentru testare produs, email newsletters.

Hashtags sugerate: #Femieko #FemiEkoLove #ProvocareaFemiEko2026","Cum funcționează:

Fiecare comandă generată îți aduce 19% comision.

Folosește coduri de reducere și produse pentru testare pentru a-ți motiva comunitatea.

Cu cât vinzi mai mult, cu atât mai aproape ești de premiile extraordinare!

Premiile mari:
🏆 Locul 1 – 3.000 comenzi → Experiență nordică în Copenhaga + 1.000€ cash
🥈 Locul 2 – 2.000 comenzi → Voucher 1.000€ MyGeisha + Voucher 300€ Femieko
🥉 Locul 3 – 1.500 comenzi → Voucher 500€ MyGeisha + Voucher 300€ Femieko

Extras:

Produse pentru testare pentru tine și comunitatea ta.

Prioritate la bonusuri și premii speciale.

📩 Vrei cod de reducere sau produse pentru testare? Scrie-ne și te ajutăm!

Hai să transformăm 2026 într-un an profitabil și plin de premii pentru tine și comunitatea ta!","",https://femieko.ro,Bonuses & Special Product Feed & Challenges
labelshop.ro ,Profita acum de reduceri intre 5% si 15% la echipamente si consumabile!,2025-11-30 05:00:00 UTC,2030-12-31 21:00:00 UTC,Added banners,"Echipamentele – imprimante de etichete 🖨️, cititoare de coduri de bare 📡, aplicatoare 🔧 și accesorii – vor avea prețuri speciale pentru cei care vor să își modernizeze infrastructura la un cost redus.",,https://www.labelshop.ro/promotii,Special Banners
regata.ro/ ,Cupon reducere 5%,2025-07-24 22:00:00 UTC,2030-12-31 21:00:00 UTC,Cupon reducere 5% la toate produsele din site,Cupon reducere 5% la toate produsele din site,REGATA5,https://regata.ro/,
otter.ro,Flash Sale,2025-06-30 22:00:00 UTC,2030-12-31 21:00:00 UTC,"Profită de reduceri fulger în Flash Sale-ul Otter, de luni pana vineri, intre 10-13! Încălțăminte și accesorii la prețuri masiv reduse.","Profită de reduceri fulger în Flash Sale-ul Otter, de luni pana vineri, intre 10-13! Încălțăminte și accesorii la prețuri masiv reduse.",,https://www.otter.ro/flashsale,
